tss,chromosome,tss_pos,promoter,enhancer,e_count
NM_006865,chr19,54804265,chr19:54803265-54805265,chr19:54348212-54348356;chr19:54352555-54352808;chr19:54355100-54355465;chr19:54523388-54523781;chr19:54713468-54714085;chr19:54714720-54715094;chr19:54772917-54773137;chr19:54775040-54775263;chr19:54775575-54775830;chr19:54776130-54776262;chr19:54793222-54793417;chr19:54830246-54830549;chr19:54884057-54884427;chr19:54885175-54886148;chr19:54886806-54887123;chr19:54894976-54895239;chr19:54901247-54901400;chr19:55124034-55124091;chr19:55154603-55154728;chr19:55171811-55172040;chr19:55172562-55172744;chr19:55182524-55182669,22
NM_006866,chr19,55084463,chr19:55083463-55085463,chr19:54713468-54714085;chr19:54714720-54715094;chr19:54772917-54773137;chr19:54775040-54775263;chr19:54775575-54775830;chr19:54776130-54776262;chr19:54793222-54793417;chr19:54830246-54830549;chr19:54884057-54884427;chr19:54885175-54886148;chr19:54886806-54887123;chr19:54894976-54895239;chr19:54901247-54901400;chr19:55124034-55124091;chr19:55154603-55154728;chr19:55171811-55172040;chr19:55172562-55172744;chr19:55182524-55182669;chr19:55370952-55371292;chr19:55383279-55383463;chr19:55387041-55387235,21
NM_006890,chr19,42192206,chr19:42191206-42193206,chr19:42239278-42239383,1
NM_006959,chr19,57922528,chr19:57921528-57923528,chr19:58175767-58176046;chr19:58218479-58218613,2
NM_006969;NR_036599;NR_036600,chr19,53324922,chr19:53323922-53325922,NA,0
NM_007040,chr19,41770078,chr19:41769078-41771078,chr19:41831643-41832527;chr19:41849661-41849907;chr19:41915515-41915996,3
NM_007056,chr19,45542297,chr19:45541297-45543297,chr19:45095975-45096232;chr19:45189303-45189576;chr19:45195366-45195649;chr19:45224647-45224919;chr19:45225441-45225906;chr19:45231729-45232033;chr19:45240026-45240191;chr19:45242034-45242469;chr19:45256546-45257099;chr19:45270781-45271407;chr19:45344497-45344782;chr19:45755637-45756189;chr19:45931993-45932316;chr19:45943163-45943490;chr19:45945937-45946679;chr19:45946690-45947113;chr19:45952039-45952594;chr19:45953262-45953678;chr19:45954905-45955186;chr19:45959420-45959846;chr19:45968349-45968608;chr19:45980345-45980732;chr19:45987073-45987327;chr19:46011701-46012269;chr19:46012498-46012899;chr19:46014236-46014617;chr19:46018095-46018753,27
NM_007065,chr19,10514271,chr19:10513271-10515271,chr19:10949257-10949551,1
NM_007121,chr19,50879679,chr19:50878679-50880679,chr19:50413852-50414197;chr19:50414628-50414884;chr19:50415245-50415445;chr19:50425284-50425454;chr19:50426616-50426838;chr19:50860908-50861268,6
NM_007138,chr19,20188802,chr19:20187802-20189802,chr19:20337633-20337845;chr19:20606211-20606644,2
NM_007147,chr19,52074489,chr19:52073489-52075489,chr19:51944053-51944530;chr19:51964906-51965339;chr19:51971340-51971606;chr19:51971719-51972098;chr19:52049983-52050318;chr19:52051082-52051228;chr19:52051924-52052067;chr19:52068853-52069119;chr19:52303612-52304072,9
NM_007153,chr19,22193745,chr19:22192745-22194745,chr19:21882044-21882358;chr19:22610267-22610542,2
NM_007165,chr19,2236815,chr19:2235815-2237815,chr19:1855247-1855761;chr19:2061356-2061737;chr19:2489253-2489454,3
NM_007253,chr19,15726028,chr19:15725028-15727028,chr19:15746286-15746533,1
NM_007254,chr19,50370822,chr19:50369822-50371822,chr19:50860908-50861268,1
NM_007263;NM_199442;NM_199444,chr19,19030199,chr19:19029199-19031199,chr19:18761338-18761719,1
NM_012068,chr19,50431958,chr19:50430958-50432958,chr19:50414628-50414884;chr19:50425284-50425454;chr19:50426616-50426838,3
NM_012088,chr19,17622431,chr19:17621431-17623431,chr19:17246297-17246722,1
NM_012109,chr19,18723681,chr19:18722681-18724681,NA,0
NM_012114,chr19,15160290,chr19:15159290-15161290,NA,0
NM_012155,chr19,46142685,chr19:46141685-46143685,chr19:45905744-45905944,1
NM_012181,chr19,18654406,chr19:18653406-18655406,chr19:18201963-18202321;chr19:18625662-18626077;chr19:18811913-18812040,3
NM_012237,chr19,39390463,chr19:39389463-39391463,NA,0
NM_012276,chr19,54850440,chr19:54849440-54851440,NA,0
NM_012289,chr19,10613481,chr19:10612481-10614481,NA,0
NM_012292,chr19,1067164,chr19:1066164-1068164,chr19:660293-660821;chr19:661410-661735;chr19:888565-888780;chr19:907464-907615;chr19:909116-909504;chr19:928103-928378;chr19:947564-948104;chr19:996390-996745;chr19:1028160-1028923;chr19:1069175-1069494;chr19:1085284-1085426;chr19:1101850-1102062;chr19:1133542-1133865;chr19:1175432-1175562;chr19:1252961-1253429;chr19:1265810-1266064;chr19:1411862-1412243,17
NM_012314,chr19,55344130,chr19:55343130-55345130,chr19:55370952-55371292;chr19:55787779-55788010,2
NM_012315,chr19,51512890,chr19:51511890-51513890,NA,0
NM_012321,chr19,18434001,chr19:18433001-18435001,chr19:18527231-18527472,1
NM_012335,chr19,8642331,chr19:8641331-8643331,chr19:8488334-8488459;chr19:8488784-8489136;chr19:8580278-8580518;chr19:8605873-8606246;chr19:8607140-8607451;chr19:8632767-8632960;chr19:8634080-8634404;chr19:8635978-8636196;chr19:8638437-8638868;chr19:8640627-8640983;chr19:8749433-8750038,11
NM_012346,chr19,50432773,chr19:50431773-50433773,chr19:50414628-50414884;chr19:50425284-50425454;chr19:50426616-50426838,3
NM_012377,chr19,15052300,chr19:15051300-15053300,chr19:14570486-14570855;chr19:14636614-14636887;chr19:14664309-14664503;chr19:15202796-15202947,4
NM_012435,chr19,460996,chr19:459996-461996,chr19:384369-384669;chr19:437457-437640;chr19:441805-442098;chr19:485856-486161;chr19:719892-720284,5
NM_012451,chr19,48867650,chr19:48866650-48868650,chr19:48648975-48649130,1
NM_012458,chr19,2427914,chr19:2426914-2428914,chr19:2489253-2489454;chr19:2540691-2541097,2
NM_013234,chr19,39109713,chr19:39108713-39110713,chr19:38807798-38808031;chr19:39175000-39175365,2
NM_013256,chr19,45004575,chr19:45003575-45005575,chr19:44821121-44821451,1
NM_013268,chr19,40093168,chr19:40092168-40094168,NA,0
NM_013289,chr19,55327892,chr19:55326892-55328892,chr19:55787779-55788010,1
NM_013301,chr19,56158953,chr19:56157953-56159953,NA,0
NM_013342,chr19,54619055,chr19:54618055-54620055,NA,0
NM_013348,chr19,48958963,chr19:48957963-48959963,NA,0
NM_013359,chr19,44455396,chr19:44454396-44456396,chr19:44137942-44138031;chr19:44138598-44138945;chr19:44139252-44139636;chr19:44140740-44141114;chr19:44749585-44749846;chr19:44773096-44773391;chr19:44781587-44781871;chr19:44821121-44821451;chr19:44825986-44826083,9
NM_013361,chr19,44556163,chr19:44555163-44557163,chr19:44138598-44138945;chr19:44139252-44139636;chr19:44140740-44141114;chr19:44749585-44749846;chr19:44781587-44781871;chr19:44821121-44821451,6
NM_013362,chr19,44617514,chr19:44616514-44618514,chr19:44139252-44139636,1
NM_013368,chr19,40948505,chr19:40947505-40949505,NA,0
NM_013376,chr19,40931932,chr19:40930932-40932932,chr19:40447509-40447978;chr19:40930264-40930817;chr19:40939716-40940068;chr19:41109606-41110134;chr19:41260796-41261188,5
NM_013398,chr19,44598481,chr19:44597481-44599481,chr19:44138598-44138945;chr19:44139252-44139636;chr19:44749585-44749846;chr19:44773096-44773391,4
NM_013433,chr19,12833105,chr19:12832105-12834105,chr19:13023589-13024232;chr19:13094405-13094796;chr19:13095998-13096573;chr19:13113447-13113871;chr19:13123653-13124120;chr19:13138013-13138252;chr19:13143095-13143350;chr19:13147424-13147812,8
NM_013447,chr19,14889353,chr19:14888353-14890353,chr19:14400310-14400612;chr19:14466734-14466953;chr19:14467223-14467368;chr19:14895618-14895793,4
NM_013938,chr19,15852202,chr19:15851202-15853202,chr19:15931746-15931802;chr19:15944737-15944873;chr19:15947617-15948119;chr19:16181046-16181841;chr19:16279649-16279838,5
NM_013939,chr19,15838833,chr19:15837833-15839833,chr19:15931746-15931802;chr19:15944737-15944873;chr19:16181046-16181841;chr19:16279649-16279838,4
NM_013940,chr19,15918936,chr19:15917936-15919936,NA,0
NM_014037,chr19,49828474,chr19:49827474-49829474,NA,0
NM_014047,chr19,13885256,chr19:13884256-13886256,NA,0
NM_014077,chr19,16296211,chr19:16295211-16297211,NA,0
NM_014164,chr19,35645624,chr19:35644624-35646624,chr19:35464346-35464465;chr19:35465566-35466115;chr19:35466846-35467008;chr19:35698495-35698709;chr19:35701711-35701918;chr19:35702745-35703411;chr19:35708277-35708472;chr19:35808532-35808711;chr19:35809679-35810380;chr19:35810927-35811613;chr19:35838526-35838887;chr19:35880330-35880634;chr19:35921880-35922412;chr19:35927378-35927883;chr19:35936743-35937479;chr19:35953460-35953779;chr19:36100762-36101128,17
NM_014203;NM_130787,chr19,50270179,chr19:50269179-50271179,chr19:49924099-49924476;chr19:50141205-50141513;chr19:50276330-50276635,3
NM_014209,chr19,36132638,chr19:36131638-36133638,chr19:36193251-36193562;chr19:36274503-36274656,2
NM_014218,chr19,55281264,chr19:55280264-55282264,NA,0
NM_014225;NR_033500,chr19,52693054,chr19:52692054-52694054,NA,0
NM_014256,chr19,17905918,chr19:17904918-17906918,NA,0
NM_014299;NM_058243,chr19,15391262,chr19:15390262-15392262,chr19:15746286-15746533;chr19:15752781-15753122,2
NM_014330,chr19,49375648,chr19:49374648-49376648,chr19:48903013-48903207;chr19:49386525-49386775;chr19:49430301-49430612;chr19:49465555-49466264;chr19:49466802-49467527;chr19:49710890-49711280,6
NM_014347,chr19,58978411,chr19:58977411-58979411,chr19:58912594-58912944,1
NM_014364,chr19,36024313,chr19:36023313-36025313,chr19:36274503-36274656,1
NM_014371,chr19,15529932,chr19:15528932-15530932,chr19:15947617-15948119,1
NM_014383,chr19,36195388,chr19:36194388-36196388,chr19:35821239-35821740;chr19:36100762-36101128;chr19:36180825-36181220;chr19:36193251-36193562;chr19:36202440-36202452,5
NM_014385;NM_016543,chr19,51645557,chr19:51644557-51646557,chr19:51622537-51622653;chr19:51622926-51623072;chr19:51635368-51635523;chr19:51944053-51944530;chr19:51964450-51964623;chr19:51964906-51965339;chr19:51971340-51971606;chr19:51971719-51972098;chr19:52049983-52050318;chr19:52068853-52069119,10
NM_014400,chr19,43969831,chr19:43968831-43970831,chr19:44267676-44267996,1
NM_014417,chr19,47734451,chr19:47733451-47735451,chr19:47613231-47613789;chr19:47613894-47614902;chr19:47689758-47690163;chr19:47746329-47746738;chr19:47817254-47817597;chr19:47854917-47855115;chr19:47892089-47892242;chr19:48103581-48103982,8
NM_014442,chr19,51961708,chr19:51960708-51962708,chr19:51622926-51623072;chr19:51665562-51665592;chr19:51672217-51672370;chr19:51964450-51964623;chr19:51964906-51965339;chr19:51965565-51965613;chr19:51971340-51971606;chr19:51971719-51972098;chr19:52049983-52050318;chr19:52051082-52051228;chr19:52068853-52069119;chr19:52303612-52304072,12
NM_014453,chr19,59066491,chr19:59065491-59067491,chr19:59078228-59078288,1
NM_014475,chr19,49436938,chr19:49435938-49437938,NA,0
NM_014480,chr19,58740046,chr19:58739046-58741046,chr19:58912594-58912944,1
NM_014501,chr19,55919325,chr19:55918325-55920325,chr19:55917170-55917359,1
NM_014516,chr19,54641435,chr19:54640435-54642435,NA,0
NM_014518,chr19,44952665,chr19:44951665-44953665,chr19:44749585-44749846,1
NM_014601,chr19,48216600,chr19:48215600-48217600,chr19:47746329-47746738,1
NM_014649,chr19,5622938,chr19:5621938-5623938,chr19:5127002-5127119;chr19:5127836-5128030;chr19:5624052-5624252;chr19:5953003-5953253;chr19:6056849-6057757;chr19:6062045-6062746;chr19:6067299-6067617;chr19:6087956-6088249,8
NM_014650,chr19,52552377,chr19:52551377-52553377,chr19:52697339-52697517,1
NM_014681,chr19,47852537,chr19:47851537-47853537,chr19:47487878-47488175;chr19:47613231-47613789;chr19:47613894-47614902;chr19:47805638-47805769;chr19:47814150-47814595;chr19:47817254-47817597;chr19:47818553-47819137;chr19:47826848-47827155;chr19:47827247-47827358;chr19:47827546-47828111;chr19:47833817-47834081;chr19:47854917-47855115;chr19:47867147-47867265;chr19:47867637-47867786;chr19:47873037-47873766;chr19:47874632-47874802;chr19:47886542-47886975;chr19:47890403-47890638;chr19:47892089-47892242;chr19:47892475-47892975;chr19:47893291-47893410;chr19:48016024-48016351;chr19:48016569-48017036,23
NM_014686,chr19,34745455,chr19:34744455-34746455,chr19:34664379-34664787;chr19:34760936-34761338;chr19:34841130-34841321,3
NM_014717,chr19,30863299,chr19:30862299-30864299,chr19:30864626-30864772;chr19:31209983-31210381,2
NM_014727,chr19,36208920,chr19:36207920-36209920,chr19:35763394-35763606;chr19:35838526-35838887;chr19:35908985-35909336;chr19:35920564-35920848;chr19:35921880-35922412;chr19:35932277-35932551;chr19:35936743-35937479;chr19:35951577-35951776;chr19:35953460-35953779;chr19:36193251-36193562;chr19:36400295-36400642,11
NM_014898,chr19,38146366,chr19:38145366-38147366,chr19:37942009-37942313;chr19:38186506-38186731;chr19:38433320-38433698,3
NM_014931,chr19,55770038,chr19:55769038-55771038,chr19:55383279-55383463;chr19:55387041-55387235;chr19:55627475-55627790;chr19:55787779-55788010,4
NM_014959,chr19,48759203,chr19:48758203-48760203,chr19:48761702-48761955;chr19:48763023-48763379;chr19:48832028-48832343,3
NM_014963,chr19,1174282,chr19:1173282-1175282,chr19:888565-888780;chr19:907464-907615;chr19:909116-909504;chr19:928103-928378;chr19:947564-948104;chr19:1028160-1028923;chr19:1069175-1069494;chr19:1085284-1085426;chr19:1101850-1102062;chr19:1126082-1126504;chr19:1133542-1133865;chr19:1175432-1175562;chr19:1183874-1184237;chr19:1252961-1253429;chr19:1265810-1266064,15
NM_014975,chr19,12949258,chr19:12948258-12950258,chr19:13023589-13024232;chr19:13094405-13094796;chr19:13095998-13096573;chr19:13113447-13113871;chr19:13125867-13126278;chr19:13129050-13129163;chr19:13138013-13138252;chr19:13324184-13324516;chr19:13444695-13444933,9
NM_015015,chr19,4969123,chr19:4968123-4970123,chr19:4541647-4541771;chr19:4567864-4568201;chr19:4568924-4569300;chr19:4976440-4976890,4
NM_015016,chr19,18208602,chr19:18207602-18209602,chr19:17890338-17890582;chr19:18131070-18131394;chr19:18402387-18403564,3
NM_015063,chr19,47975307,chr19:47974307-47976307,chr19:47744387-47744529;chr19:47950200-47950556;chr19:47961170-47962467;chr19:48222362-48222481;chr19:48277326-48277623,5
NM_015073,chr19,38397860,chr19:38396860-38398860,chr19:38490005-38490506;chr19:38493976-38494435,2
NM_015125,chr19,42788816,chr19:42787816-42789816,chr19:42774379-42774759;chr19:42789863-42790090,2
NM_015168,chr19,47617009,chr19:47616009-47618009,chr19:47121981-47122214;chr19:47221635-47221817;chr19:47234783-47235117;chr19:47458912-47459233;chr19:47487878-47488175;chr19:47613231-47613789;chr19:47613894-47614902;chr19:47805638-47805769;chr19:47814150-47814595;chr19:47817254-47817597;chr19:47818553-47819137;chr19:47826848-47827155;chr19:47827247-47827358;chr19:47827546-47828111;chr19:47833817-47834081;chr19:47854917-47855115;chr19:47867147-47867265;chr19:47867637-47867786;chr19:47873037-47873766;chr19:47874632-47874802;chr19:47886542-47886975;chr19:47890403-47890638;chr19:47892089-47892242;chr19:47892475-47892975;chr19:47893291-47893410;chr19:48016569-48017036,26
NM_015260,chr19,16940197,chr19:16939197-16941197,chr19:17225282-17225997,1
NM_015302,chr19,36103645,chr19:36102645-36104645,chr19:36193251-36193562,1
NM_015318,chr19,7459998,chr19:7458998-7460998,chr19:7456481-7456588,1
NM_015329,chr19,19431629,chr19:19430629-19432629,chr19:19027750-19028071;chr19:19083211-19083621;chr19:19562909-19563265;chr19:19570650-19571032;chr19:19571175-19572073;chr19:19572734-19572965;chr19:19573019-19573301;chr19:19600012-19600395;chr19:19701908-19702346;chr19:19708713-19709032,10
NM_015414,chr19,5690345,chr19:5689345-5691345,NA,0
NM_015493,chr19,11305266,chr19:11304266-11306266,NA,0
NM_015526,chr19,36523797,chr19:36522797-36524797,chr19:36720266-36720641;chr19:36748454-36748637,2
NM_015603,chr19,47759730,chr19:47758730-47760730,chr19:47458912-47459233;chr19:47487878-47488175;chr19:47613231-47613789;chr19:47613894-47614902;chr19:47805638-47805769;chr19:47814150-47814595;chr19:47817254-47817597;chr19:47818553-47819137;chr19:47826848-47827155;chr19:47827247-47827358;chr19:47827546-47828111;chr19:47833817-47834081;chr19:47854917-47855115;chr19:47867147-47867265;chr19:47873037-47873766;chr19:47874632-47874802;chr19:47886542-47886975;chr19:47890403-47890638;chr19:47892089-47892242;chr19:47892475-47892975;chr19:47893291-47893410;chr19:48016024-48016351;chr19:48016569-48017036,23
NM_015629,chr19,54618789,chr19:54617789-54619789,NA,0
NM_015649,chr19,46389428,chr19:46388428-46390428,chr19:46803943-46804533,1
NM_015675,chr19,2476122,chr19:2475122-2477122,chr19:2049976-2050209;chr19:2061356-2061737;chr19:2087738-2088017;chr19:2094360-2094773;chr19:2162744-2162943;chr19:2167436-2167667;chr19:2168320-2168637;chr19:2168890-2169464;chr19:2171377-2171588;chr19:2478921-2479315;chr19:2494705-2495117;chr19:2495780-2495940;chr19:2503555-2504136;chr19:2507206-2507458;chr19:2543618-2543970;chr19:2545643-2546037;chr19:2549602-2550221;chr19:2561938-2562231;chr19:2599036-2599584;chr19:2616819-2617162;chr19:2620825-2621136;chr19:2621859-2622002;chr19:2625547-2625690;chr19:2627461-2627884;chr19:2627989-2628256;chr19:2711591-2711804;chr19:2775094-2775492,27
NM_015683,chr19,18118976,chr19:18117976-18119976,chr19:17791017-17791370;chr19:18125171-18125343;chr19:18128099-18128520;chr19:18131070-18131394;chr19:18131991-18132570;chr19:18133045-18133309;chr19:18134654-18135106;chr19:18160238-18160511;chr19:18201963-18202321;chr19:18282501-18282708;chr19:18401020-18401539;chr19:18402387-18403564;chr19:18405326-18405850;chr19:18415031-18416060;chr19:18429185-18429358;chr19:18485152-18485556;chr19:18498524-18498706;chr19:18504645-18504988;chr19:18527701-18528040;chr19:18528263-18528792;chr19:18589714-18590055;chr19:18590516-18590939;chr19:18594405-18594611;chr19:18606803-18607671,24
NM_015692,chr19,17137625,chr19:17136625-17138625,chr19:17225282-17225997;chr19:17570047-17570102,2
NM_015710,chr19,48248792,chr19:48247792-48249792,chr19:47805638-47805769;chr19:47833817-47834081;chr19:47874632-47874802;chr19:47886542-47886975;chr19:48016569-48017036;chr19:48103581-48103982,6
NM_015711,chr19,48111452,chr19:48110452-48112452,chr19:47613894-47614902;chr19:47689758-47690163;chr19:47827546-47828111;chr19:47833817-47834081;chr19:47874632-47874802;chr19:47893291-47893410;chr19:48016569-48017036;chr19:48103581-48103982,8
NM_015719,chr19,10121147,chr19:10120147-10122147,chr19:10056236-10056512;chr19:10138488-10138727,2
NM_015725,chr19,10123924,chr19:10122924-10124924,NA,0
NM_015868,chr19,55249973,chr19:55248973-55250973,chr19:55540419-55540558,1
NM_015897,chr19,4007595,chr19:4006595-4008595,chr19:3548609-3549021,1
NM_015898,chr19,4066943,chr19:4065943-4067943,chr19:3812391-3812689;chr19:4052414-4052757;chr19:4053092-4053572;chr19:4057405-4058198;chr19:4059877-4060289;chr19:4061318-4061457;chr19:4068273-4068675;chr19:4088191-4088358;chr19:4089506-4089868;chr19:4108837-4109162;chr19:4369210-4369467;chr19:4375735-4376107;chr19:4541647-4541771,13
NM_015953,chr19,50083829,chr19:50082829-50084829,chr19:49924099-49924476,1
NM_015956;NM_146387;NM_146388,chr19,10362639,chr19:10361639-10363639,chr19:10352370-10352740,1
NM_015965,chr19,19627018,chr19:19626018-19628018,NA,0
NM_016145,chr19,12780465,chr19:12779465-12781465,NA,0
NM_016148,chr19,51223040,chr19:51222040-51224040,chr19:50833837-50834367;chr19:51010284-51010518;chr19:51012062-51012382;chr19:51198423-51198838;chr19:51221435-51221859;chr19:51224129-51224276,6
NM_016154,chr19,41284123,chr19:41283123-41285123,chr19:41226531-41226793;chr19:41289050-41289265,2
