enhancer,tss,gene
chr19:2094360-2094773,NM_032482,DOT1L
chr19:2094360-2094773,NM_015675,GADD45B
chr19:2094360-2094773,NM_017572;NM_199054,MKNK2
chr19:2094360-2094773,NM_130807,MOBKL2A
chr19:2094360-2094773,NM_020695,REXO1
chr19:21497472-21497811,NM_173531,ZNF100
chr19:21497472-21497811,NM_001001415,ZNF429
chr19:21497472-21497811,NM_001172671;NM_025189,ZNF430
chr19:21497472-21497811,NM_001076678;NM_145326;NM_175910,ZNF493
chr19:21497472-21497811,NM_021269,ZNF708
chr19:21505293-21505670,NM_001001415,ZNF429
chr19:21505293-21505670,NM_001076678;NM_145326;NM_175910,ZNF493
chr19:21505293-21505670,NM_021269,ZNF708
chr19:2162744-2162943,NM_001319,CSNK1G2
chr19:2162744-2162943,NM_032482,DOT1L
chr19:2162744-2162943,NM_015675,GADD45B
chr19:2162744-2162943,NM_004152,OAZ1
chr19:2167436-2167667,NM_001319,CSNK1G2
chr19:2167436-2167667,NM_032482,DOT1L
chr19:2167436-2167667,NM_015675,GADD45B
chr19:21678211-21678382,NM_173531,ZNF100
chr19:21678211-21678382,NM_001001415,ZNF429
chr19:21678211-21678382,NM_001172671;NM_025189,ZNF430
chr19:2168320-2168637,NM_198532,C19orf35
chr19:2168320-2168637,NM_001319,CSNK1G2
chr19:2168320-2168637,NM_032482,DOT1L
chr19:2168320-2168637,NM_015675,GADD45B
chr19:2168320-2168637,NM_004152,OAZ1
chr19:2168320-2168637,NM_020695,REXO1
chr19:2168890-2169464,NM_198532,C19orf35
chr19:2168890-2169464,NM_001319,CSNK1G2
chr19:2168890-2169464,NM_032482,DOT1L
chr19:2168890-2169464,NM_015675,GADD45B
chr19:2168890-2169464,NM_004152,OAZ1
chr19:2168890-2169464,NM_020695,REXO1
chr19:2171377-2171588,NM_198532,C19orf35
chr19:2171377-2171588,NM_001319,CSNK1G2
chr19:2171377-2171588,NM_032482,DOT1L
chr19:2171377-2171588,NM_015675,GADD45B
chr19:2171377-2171588,NM_017572;NM_199054,MKNK2
chr19:2171377-2171588,NM_130807,MOBKL2A
chr19:2171377-2171588,NM_020695,REXO1
chr19:21767985-21768321,NM_173531,ZNF100
chr19:21767985-21768321,NM_001001415,ZNF429
chr19:21767985-21768321,NM_001076678;NM_145326;NM_175910,ZNF493
chr19:21767985-21768321,NM_021269,ZNF708
chr19:2182828-2183132,NM_031918,KLF16
chr19:21882044-21882358,NM_007153,ZNF208
chr19:21882044-21882358,NM_001001411,ZNF676
chr19:21891969-21892260,NM_173531,ZNF100
chr19:22610267-22610542,NM_007153,ZNF208
chr19:22610267-22610542,NM_033468,ZNF257
chr19:22610267-22610542,NM_020855,ZNF492
chr19:22610267-22610542,NM_001001411,ZNF676
chr19:22610267-22610542,NM_001098626,ZNF98
chr19:2264561-2264657,NM_001077238;NM_152988,SPPL2B
chr19:2264561-2264657,NM_182973,TMPRSS9
chr19:22724616-22724856,NM_033468,ZNF257
chr19:22724616-22724856,NM_020855,ZNF492
chr19:22724616-22724856,NM_001098626,ZNF98
chr19:2287726-2288039,NM_198532,C19orf35
chr19:2287726-2288039,NM_001319,CSNK1G2
chr19:2287726-2288039,NM_032482,DOT1L
chr19:2287726-2288039,NM_031918,KLF16
chr19:2287726-2288039,NM_017572;NM_199054,MKNK2
chr19:2287726-2288039,NM_130807,MOBKL2A
chr19:2287726-2288039,NM_004152,OAZ1
chr19:23017741-23017947,NM_020855,ZNF492
chr19:2332363-2332647,NM_001319,CSNK1G2
chr19:2332363-2332647,NM_052847,GNG7
chr19:2332363-2332647,NM_017572;NM_199054,MKNK2
chr19:2332363-2332647,NM_020695,REXO1
chr19:2332363-2332647,NM_001077238;NM_152988,SPPL2B
chr19:2394788-2394991,NM_001319,CSNK1G2
chr19:2394788-2394991,NM_032482,DOT1L
chr19:2394788-2394991,NM_182973,TMPRSS9
chr19:2478921-2479315,NM_032482,DOT1L
chr19:2478921-2479315,NM_015675,GADD45B
chr19:2489253-2489454,NM_017797,BTBD2
chr19:2489253-2489454,NM_130807,MOBKL2A
chr19:2489253-2489454,NM_018049,PLEKHJ1
chr19:2489253-2489454,NM_007165,SF3A2
chr19:2489253-2489454,NM_003021,SGTA
chr19:2489253-2489454,NM_012458,TIMM13
chr19:2494705-2495117,NM_032482,DOT1L
chr19:2494705-2495117,NM_015675,GADD45B
chr19:2495780-2495940,NM_032482,DOT1L
chr19:2495780-2495940,NM_015675,GADD45B
chr19:2503555-2504136,NM_032482,DOT1L
chr19:2503555-2504136,NM_015675,GADD45B
chr19:2507206-2507458,NM_198532,C19orf35
chr19:2507206-2507458,NM_032482,DOT1L
chr19:2507206-2507458,NM_015675,GADD45B
chr19:2507206-2507458,NM_004152,OAZ1
chr19:2540691-2541097,NM_012458,TIMM13
chr19:2543618-2543970,NM_032482,DOT1L
chr19:2543618-2543970,NM_015675,GADD45B
chr19:2545643-2546037,NM_032482,DOT1L
chr19:2545643-2546037,NM_015675,GADD45B
chr19:2545643-2546037,NM_052847,GNG7
chr19:2549602-2550221,NM_032482,DOT1L
chr19:2549602-2550221,NM_015675,GADD45B
chr19:2561938-2562231,NM_032482,DOT1L
chr19:2561938-2562231,NM_015675,GADD45B
chr19:2578988-2579272,NM_182973,TMPRSS9
chr19:2588002-2588286,NM_145173,DIRAS1
chr19:2588002-2588286,NM_052847,GNG7
chr19:2588002-2588286,NM_001101391,LINGO3
chr19:2599036-2599584,NM_032482,DOT1L
chr19:2599036-2599584,NM_015675,GADD45B
chr19:2616819-2617162,NM_198532,C19orf35
chr19:2616819-2617162,NM_032482,DOT1L
chr19:2616819-2617162,NM_015675,GADD45B
chr19:2616819-2617162,NM_004152,OAZ1
chr19:2620825-2621136,NM_198532,C19orf35
chr19:2620825-2621136,NM_032482,DOT1L
chr19:2620825-2621136,NM_015675,GADD45B
chr19:2620825-2621136,NM_004152,OAZ1
chr19:2621859-2622002,NM_198532,C19orf35
chr19:2621859-2622002,NM_032482,DOT1L
chr19:2621859-2622002,NM_015675,GADD45B
chr19:2621859-2622002,NM_004152,OAZ1
chr19:2621859-2622002,NM_001144761,TLE2
chr19:2624614-2624929,NM_145173,DIRAS1
chr19:2624614-2624929,NM_052847,GNG7
chr19:2625547-2625690,NM_198532,C19orf35
chr19:2625547-2625690,NM_032482,DOT1L
chr19:2625547-2625690,NM_015675,GADD45B
chr19:2625547-2625690,NM_004152,OAZ1
chr19:2627461-2627884,NM_032482,DOT1L
chr19:2627461-2627884,NM_015675,GADD45B
chr19:2627461-2627884,NM_004152,OAZ1
chr19:2627989-2628256,NM_032482,DOT1L
chr19:2627989-2628256,NM_015675,GADD45B
chr19:2664236-2664533,NM_001130;NM_198970,AES
chr19:2664236-2664533,NM_052847,GNG7
chr19:2664236-2664533,NM_001077238;NM_152988,SPPL2B
chr19:2668275-2668465,NM_001130;NM_198970,AES
chr19:2668275-2668465,NM_052847,GNG7
chr19:2668275-2668465,NM_001077238;NM_152988,SPPL2B
chr19:2695163-2695542,NM_052847,GNG7
chr19:2695163-2695542,NM_001101391,LINGO3
chr19:2700809-2701070,NM_052847,GNG7
chr19:2700809-2701070,NM_001101391,LINGO3
chr19:2700809-2701070,NM_182973,TMPRSS9
chr19:2700809-2701070,NM_001172775;NM_152791,ZNF555
chr19:2711591-2711804,NM_015675,GADD45B
chr19:2711591-2711804,NM_002068,GNA15
chr19:2719845-2720284,NM_198969,AES
chr19:2719845-2720284,NM_145173,DIRAS1
chr19:2719845-2720284,NM_052847,GNG7
chr19:2719845-2720284,NM_144616,JSRP1
chr19:2719845-2720284,NM_001143986;NM_024760,TLE6
chr19:2770206-2770498,NM_198969,AES
chr19:2770206-2770498,NM_145173,DIRAS1
chr19:2775094-2775492,NM_015675,GADD45B
chr19:2775094-2775492,NM_002068,GNA15
chr19:289700-289869,NM_173481,C19orf21
chr19:289700-289869,NM_001136263,C2CD4C
chr19:289700-289869,NM_177543;NM_003712;NM_177526,PPAP2C
chr19:2974450-2974580,NM_205843,NFIC
chr19:2974450-2974580,NM_003260;NM_001144762,TLE2
chr19:30163705-30164366,NM_001031726,C19orf12
chr19:30163705-30164366,NM_003796,C19orf2
chr19:30163705-30164366,NM_024310,PLEKHF1
chr19:30171497-30171772,NM_001031726,C19orf12
chr19:30171497-30171772,NM_003796,C19orf2
chr19:30171497-30171772,NM_024310,PLEKHF1
chr19:30322162-30322300,NM_001031726,C19orf12
chr19:30322162-30322300,NM_003796,C19orf2
chr19:30322162-30322300,NM_024310,PLEKHF1
chr19:30322162-30322300,NM_006627,POP4
chr19:30336581-30336824,NM_003796,C19orf2
chr19:3035530-3035851,NM_031304;NM_001145165,DOHH
chr19:3035530-3035851,NM_020170,NCLN
chr19:3035530-3035851,NM_003021,SGTA
chr19:3035530-3035851,NM_144564;NM_213568,SLC39A3
chr19:3035530-3035851,NM_003249,THOP1
chr19:3035530-3035851,NM_003260;NM_001144762,TLE2
chr19:3035530-3035851,NM_001143986;NM_024760,TLE6
chr19:30864626-30864772,NM_014717,ZNF536
chr19:31209983-31210381,NM_014717,ZNF536
chr19:3124672-3124910,NM_002068,GNA15
chr19:3133345-3133760,NM_016263,FZR1
chr19:3133345-3133760,NM_002068,GNA15
chr19:3140705-3140960,NM_002068,GNA15
chr19:3153392-3153939,NM_016263,FZR1
chr19:3153392-3153939,NM_002068,GNA15
chr19:3165816-3165994,NM_016263,FZR1
chr19:3165816-3165994,NM_002068,GNA15
chr19:3165816-3165994,NM_003775,S1PR4
chr19:3177322-3177366,NM_001130;NM_198970,AES
chr19:3177322-3177366,NM_003775,S1PR4
chr19:32165629-32165816,NM_001205273,THEG5
chr19:3231384-3231772,NM_001080543;NM_021231,C19orf29
chr19:3231384-3231772,NM_021938;NM_001172673,CELF5
chr19:3231384-3231772,NM_003260,TLE2
chr19:3231384-3231772,NM_001172775;NM_152791,ZNF555
chr19:3231384-3231772,NM_021217,ZNF77
chr19:32470893-32471107,NM_001205273,THEG5
chr19:3271003-3271310,NM_001135580,C19orf71
chr19:3271003-3271310,NM_021938;NM_001172673,CELF5
chr19:3271003-3271310,NM_001172775;NM_152791,ZNF555
chr19:32842918-32843112,NM_001136156;NM_014910,ZNF507
chr19:3344211-3344472,NM_198969,AES
chr19:3344211-3344472,NM_031304;NM_001145165,DOHH
chr19:3344211-3344472,NM_002067,GNA11
chr19:3344211-3344472,NM_205843;NM_005597,NFIC
chr19:3344211-3344472,NM_001195733;NM_012398,PIP5K1C
chr19:3344211-3344472,NM_003260;NM_001144762;NM_001144761,TLE2
chr19:33532238-33532582,NM_032139,ANKRD27
chr19:33532238-33532582,NM_152266,C19orf40
chr19:33532238-33532582,NM_032816,CEP89
chr19:33532238-33532582,NM_018025,GPATCH1
chr19:33532238-33532582,NM_001105570,NUDT19
chr19:33532238-33532582,NM_004708,PDCD5
chr19:33532238-33532582,NM_033103,RHPN2
chr19:33538325-33538659,NM_152266,C19orf40
chr19:33538325-33538659,NM_032816,CEP89
chr19:33538325-33538659,NM_018025,GPATCH1
chr19:33538325-33538659,NM_001105570,NUDT19
chr19:33538325-33538659,NM_033103,RHPN2
chr19:33668108-33668528,NM_002333,LRP3
chr19:33668108-33668528,NM_019849,SLC7A10
chr19:33743885-33744189,NM_004364,CEBPA
chr19:33743885-33744189,NM_001806,CEBPG
chr19:33745357-33745585,NM_004364,CEBPA
chr19:33750621-33750673,NM_004364,CEBPA
chr19:33758042-33758138,NM_004364,CEBPA
chr19:33758723-33759220,NM_004364,CEBPA
chr19:33758723-33759220,NM_001806,CEBPG
chr19:33759449-33759718,NM_004364,CEBPA
chr19:33764887-33765213,NM_004364,CEBPA
chr19:33764887-33765213,NM_001806,CEBPG
chr19:33769544-33769942,NM_004364,CEBPA
chr19:33784292-33784447,NM_004364,CEBPA
chr19:33784292-33784447,NM_001806,CEBPG
chr19:33796303-33796393,NM_004364,CEBPA
chr19:33796303-33796393,NM_001126335;NM_014270,SLC7A9
chr19:33888059-33888360,NM_004364,CEBPA
chr19:33894583-33894808,NM_004364,CEBPA
chr19:33977879-33978014,NM_019849,SLC7A10
chr19:33996867-33997517,NM_002333,LRP3
chr19:3404656-3404792,NM_033064,ATCAY
chr19:3404656-3404792,NM_205843;NM_005597,NFIC
chr19:3404656-3404792,NM_001195733;NM_012398,PIP5K1C
chr19:3404656-3404792,NM_003260;NM_001144762,TLE2
chr19:342831-343179,NM_017550,MIER2
chr19:3428769-3429112,NM_205843,NFIC
chr19:3428769-3429112,NM_003260,TLE2
chr19:34311417-34311691,NM_001129994;NM_001129995;NM_024076,KCTD15
chr19:3450938-3451227,NM_002068,GNA15
chr19:34625713-34625998,NM_032346,PDCD2L
chr19:34664379-34664787,NM_014686,KIAA0355
chr19:34664379-34664787,NM_001114093;NM_015578,LSM14A
chr19:34664379-34664787,NM_001025591,SCGBL
chr19:34760936-34761338,NM_014686,KIAA0355
chr19:34760936-34761338,NM_001114093;NM_015578,LSM14A
chr19:34841130-34841321,NM_014686,KIAA0355
chr19:34841130-34841321,NM_001114093;NM_015578,LSM14A
chr19:34850085-34850642,NM_001029997;NM_001145665,ZNF181
chr19:34850085-34850642,NM_001012320;NM_018443,ZNF302
chr19:34850085-34850642,NM_001007248,ZNF599
chr19:3503082-3503292,NM_031304;NM_001145165,DOHH
chr19:3503082-3503292,NM_016263,FZR1
chr19:3503082-3503292,NM_003775,S1PR4
chr19:3503082-3503292,NM_001144761,TLE2
chr19:35100505-35100815,NM_001012320;NM_018443,ZNF302
chr19:3521162-3521389,NM_016263,FZR1
chr19:35453242-35453666,NM_175872,ZNF792
chr19:35464346-35464465,NM_005306,FFAR2
chr19:35464346-35464465,NM_005304,FFAR3
chr19:35464346-35464465,NM_014164;NM_144779;NM_001164605,FXYD5
chr19:35464346-35464465,NM_001136199;NM_020895,GRAMD1A
chr19:35464346-35464465,NM_003367;NM_207291,USF2
chr19:35465566-35466115,NM_005306,FFAR2
chr19:35465566-35466115,NM_005304,FFAR3
chr19:35465566-35466115,NM_014164;NM_144779;NM_001164605,FXYD5
chr19:35465566-35466115,NM_001136199;NM_020895,GRAMD1A
chr19:35465566-35466115,NM_003367;NM_207291,USF2
chr19:35466846-35467008,NM_005306,FFAR2
chr19:35466846-35467008,NM_005304,FFAR3
chr19:35466846-35467008,NM_014164;NM_144779;NM_001164605,FXYD5
chr19:35466846-35467008,NM_001136199;NM_020895,GRAMD1A
chr19:35481460-35481978,NM_005306,FFAR2
chr19:35481460-35481978,NM_001136199;NM_020895,GRAMD1A
chr19:3548609-3549021,NM_016263,FZR1
chr19:3548609-3549021,NM_002068,GNA15
chr19:3548609-3549021,NM_015897,PIAS4
chr19:3548609-3549021,NM_003775,S1PR4
chr19:3552794-3553085,NM_174983,C19orf28
chr19:3552794-3553085,NM_002068,GNA15
chr19:3555158-3555442,NM_174983,C19orf28
chr19:35557782-35557965,NM_002151;NM_182983,HPN
chr19:35557782-35557965,NM_139284,LGI4
chr19:35557782-35557965,NM_001199216;NM_002361;NM_080600,MAG
chr19:35557782-35557965,NM_001025591,SCGBL
chr19:35557782-35557965,NM_001029997;NM_001145665,ZNF181
chr19:35557782-35557965,NM_001099437;NM_001099438;NM_194325,ZNF30
chr19:35557782-35557965,NM_001012320;NM_018443,ZNF302
chr19:35595565-35595951,NM_001029997;NM_001145665,ZNF181
chr19:35595565-35595951,NM_001099437;NM_001099438;NM_194325,ZNF30
chr19:35600610-35600880,NM_021902,FXYD1
chr19:35600610-35600880,NM_022006,FXYD7
chr19:35600610-35600880,NM_002151;NM_182983,HPN
chr19:35600610-35600880,NM_139284,LGI4
chr19:35600610-35600880,NM_001199216;NM_002361;NM_080600,MAG
chr19:35600610-35600880,NM_001037;NM_199037,SCN1B
chr19:35600610-35600880,NM_001029997;NM_001145665,ZNF181
chr19:35600610-35600880,NM_001099437;NM_001099438;NM_194325,ZNF30
chr19:35600610-35600880,NM_001012320;NM_018443,ZNF302
chr19:35643836-35643967,NM_005304,FFAR3
chr19:35643836-35643967,NM_002151;NM_182983,HPN
chr19:35643836-35643967,NM_139284,LGI4
chr19:35643836-35643967,NM_001199216;NM_002361;NM_080600,MAG
chr19:35643836-35643967,NM_003367;NM_207291,USF2
chr19:35661278-35661320,NM_005306,FFAR2
chr19:35696373-35696472,NM_001185099;NM_001185100;NM_001185101;NM_001771,CD22
chr19:35696373-35696472,NM_005303,FFAR1
chr19:35696373-35696472,NM_003367;NM_207291,USF2
chr19:35698495-35698709,NM_014164;NM_144779;NM_001164605,FXYD5
chr19:35698495-35698709,NM_003367;NM_207291,USF2
chr19:35698495-35698709,NM_175872,ZNF792
chr19:35701711-35701918,NM_005304,FFAR3
chr19:35701711-35701918,NM_014164;NM_144779;NM_001164605,FXYD5
chr19:35701711-35701918,NM_175872,ZNF792
chr19:35702745-35703411,NM_014164;NM_144779;NM_001164605,FXYD5
chr19:35702745-35703411,NM_175872,ZNF792
chr19:3570616-3571018,NM_174983,C19orf28
chr19:3570616-3571018,NM_133261,GIPC3
chr19:3570616-3571018,NM_006339,HMG20B
chr19:35708277-35708472,NM_005306,FFAR2
chr19:35708277-35708472,NM_005304,FFAR3
chr19:35708277-35708472,NM_014164;NM_144779;NM_001164605,FXYD5
chr19:35708277-35708472,NM_003367;NM_207291,USF2
chr19:35763394-35763606,NM_024660,IGFLR1
chr19:35763394-35763606,NM_014727,MLL4
chr19:35763394-35763606,NM_001040425;NM_144987,U2AF1L4
chr19:35763394-35763606,NM_003367;NM_207291,USF2
chr19:35763871-35764402,NM_021902;NM_005031,FXYD1
chr19:35763871-35764402,NM_021175,HAMP
chr19:35784331-35784508,NM_001172630;NM_052948,ARHGAP33
chr19:35784331-35784508,NM_021902,FXYD1
chr19:35784331-35784508,NM_022006,FXYD7
chr19:35784331-35784508,NM_002151;NM_182983,HPN
chr19:35784331-35784508,NM_139284,LGI4
chr19:35784331-35784508,NM_001199216;NM_002361;NM_080600,MAG
chr19:35784331-35784508,NM_001037;NM_199037,SCN1B
chr19:35784331-35784508,NM_001099437;NM_001099438;NM_194325,ZNF30
chr19:35808532-35808711,NM_005306,FFAR2
chr19:35808532-35808711,NM_005304,FFAR3
chr19:35808532-35808711,NM_014164;NM_144779;NM_001164605,FXYD5
chr19:35808532-35808711,NM_001136199;NM_020895,GRAMD1A
chr19:35808532-35808711,NM_024660,IGFLR1
chr19:35808532-35808711,NM_001040425;NM_144987,U2AF1L4
chr19:35808532-35808711,NM_003367;NM_207291,USF2
chr19:35809679-35810380,NM_005306,FFAR2
chr19:35809679-35810380,NM_005304,FFAR3
chr19:35809679-35810380,NM_014164;NM_144779;NM_001164605,FXYD5
chr19:35809679-35810380,NM_001136199;NM_020895,GRAMD1A
chr19:35809679-35810380,NM_024660,IGFLR1
chr19:35809679-35810380,NM_001040425;NM_144987,U2AF1L4
chr19:35809679-35810380,NM_003367;NM_207291,USF2
chr19:35810927-35811613,NM_005306,FFAR2
chr19:35810927-35811613,NM_005304,FFAR3
chr19:35810927-35811613,NM_014164;NM_144779;NM_001164605,FXYD5
chr19:35810927-35811613,NM_001136199;NM_020895,GRAMD1A
chr19:35810927-35811613,NM_003367;NM_207291,USF2
chr19:35812312-35812429,NM_005303,FFAR1
chr19:35812312-35812429,NM_005306,FFAR2
chr19:35812312-35812429,NM_005304,FFAR3
chr19:35812312-35812429,NM_002151;NM_182983,HPN
chr19:35812312-35812429,NM_139284,LGI4
chr19:35812312-35812429,NM_001199216;NM_002361;NM_080600,MAG
chr19:35812312-35812429,NM_001040425;NM_144987,U2AF1L4
chr19:35812312-35812429,NM_003367;NM_207291,USF2
chr19:35821239-35821740,NM_001185099;NM_001185100;NM_001185101;NM_001771,CD22
chr19:35821239-35821740,NM_003367;NM_207291,USF2
chr19:35821239-35821740,NM_014383,ZBTB32
chr19:35838526-35838887,NM_005306,FFAR2
chr19:35838526-35838887,NM_005304,FFAR3
chr19:35838526-35838887,NM_014164;NM_144779;NM_001164605,FXYD5
chr19:35838526-35838887,NM_001136199;NM_020895,GRAMD1A
chr19:35838526-35838887,NM_024660,IGFLR1
chr19:35838526-35838887,NM_014727,MLL4
chr19:35838526-35838887,NM_001040425;NM_144987,U2AF1L4
chr19:35838526-35838887,NM_003367;NM_207291,USF2
chr19:35880330-35880634,NM_001185099;NM_001185100;NM_001185101;NM_001771,CD22
chr19:35880330-35880634,NM_014164;NM_144779;NM_001164605,FXYD5
chr19:35880330-35880634,NM_003367;NM_207291,USF2
chr19:35880330-35880634,NM_175872,ZNF792
chr19:35908985-35909336,NM_005306,FFAR2
chr19:35908985-35909336,NM_001007469;NM_014266,HCST
chr19:35908985-35909336,NM_014727,MLL4
chr19:35908985-35909336,NM_139239,NFKBID
chr19:35908985-35909336,NM_001173514;NM_001173515;NM_003332;NM_198125,TYROBP
chr19:35908985-35909336,NM_001040425;NM_144987,U2AF1L4
chr19:35908985-35909336,NM_003367;NM_207291,USF2
chr19:35920564-35920848,NM_005306,FFAR2
chr19:35920564-35920848,NM_005304,FFAR3
chr19:35920564-35920848,NM_001136199;NM_020895,GRAMD1A
chr19:35920564-35920848,NM_014727,MLL4
chr19:35920564-35920848,NM_139239,NFKBID
chr19:35920564-35920848,NM_001173514;NM_001173515;NM_003332;NM_198125,TYROBP
chr19:35920564-35920848,NM_001040425;NM_144987,U2AF1L4
chr19:35921880-35922412,NM_005306,FFAR2
chr19:35921880-35922412,NM_005304,FFAR3
chr19:35921880-35922412,NM_014164;NM_144779;NM_001164605,FXYD5
chr19:35921880-35922412,NM_001136199;NM_020895,GRAMD1A
chr19:35921880-35922412,NM_001007469;NM_014266,HCST
chr19:35921880-35922412,NM_014727,MLL4
chr19:35921880-35922412,NM_139239,NFKBID
chr19:35921880-35922412,NM_001173514;NM_001173515;NM_003332;NM_198125,TYROBP
chr19:35921880-35922412,NM_001040425;NM_144987,U2AF1L4
chr19:35921880-35922412,NM_003367;NM_207291,USF2
chr19:35927378-35927883,NM_005306,FFAR2
chr19:35927378-35927883,NM_005304,FFAR3
chr19:35927378-35927883,NM_014164;NM_144779;NM_001164605,FXYD5
chr19:35927378-35927883,NM_001136199;NM_020895,GRAMD1A
chr19:35927378-35927883,NM_001007469;NM_014266,HCST
chr19:35927378-35927883,NM_139239,NFKBID
chr19:35927378-35927883,NM_001173514;NM_001173515;NM_003332;NM_198125,TYROBP
chr19:35927378-35927883,NM_001040425;NM_144987,U2AF1L4
chr19:35927378-35927883,NM_003367;NM_207291,USF2
chr19:35932277-35932551,NM_005306,FFAR2
chr19:35932277-35932551,NM_001007469;NM_014266,HCST
chr19:35932277-35932551,NM_014727,MLL4
chr19:35932277-35932551,NM_139239,NFKBID
chr19:35932277-35932551,NM_001173514;NM_001173515;NM_003332;NM_198125,TYROBP
chr19:35932277-35932551,NM_001040425;NM_144987,U2AF1L4
chr19:35932277-35932551,NM_003367;NM_207291,USF2
chr19:35936743-35937479,NM_005306,FFAR2
chr19:35936743-35937479,NM_005304,FFAR3
chr19:35936743-35937479,NM_014164;NM_144779;NM_001164605,FXYD5
chr19:35936743-35937479,NM_001136199;NM_020895,GRAMD1A
chr19:35936743-35937479,NM_001007469;NM_014266,HCST
chr19:35936743-35937479,NM_024660,IGFLR1
chr19:35936743-35937479,NM_014727,MLL4
chr19:35936743-35937479,NM_139239,NFKBID
chr19:35936743-35937479,NM_001173514;NM_001173515;NM_003332;NM_198125,TYROBP
chr19:35936743-35937479,NM_001040425;NM_144987,U2AF1L4
chr19:35936743-35937479,NM_003367;NM_207291,USF2
chr19:35951577-35951776,NM_005306,FFAR2
chr19:35951577-35951776,NM_005304,FFAR3
chr19:35951577-35951776,NM_001136199;NM_020895,GRAMD1A
chr19:35951577-35951776,NM_001007469;NM_014266,HCST
chr19:35951577-35951776,NM_014727,MLL4
chr19:35951577-35951776,NM_139239,NFKBID
chr19:35951577-35951776,NM_001173514;NM_001173515;NM_003332;NM_198125,TYROBP
chr19:35951577-35951776,NM_001040425;NM_144987,U2AF1L4
chr19:35953460-35953779,NM_005306,FFAR2
chr19:35953460-35953779,NM_005304,FFAR3
chr19:35953460-35953779,NM_014164;NM_144779;NM_001164605,FXYD5
chr19:35953460-35953779,NM_001136199;NM_020895,GRAMD1A
chr19:35953460-35953779,NM_001007469;NM_014266,HCST
chr19:35953460-35953779,NM_014727,MLL4
chr19:35953460-35953779,NM_139239,NFKBID
chr19:35953460-35953779,NM_001173514;NM_001173515;NM_003332;NM_198125,TYROBP
chr19:35953460-35953779,NM_001040425;NM_144987,U2AF1L4
chr19:35953460-35953779,NM_003367;NM_207291,USF2
chr19:36013245-36013546,NM_001172630;NM_052948,ARHGAP33
chr19:3603116-3603307,NM_133261,GIPC3
chr19:3603116-3603307,NM_001060;NM_201636,TBXA2R
chr19:36100762-36101128,NM_001185099;NM_001185100;NM_001185101;NM_001771,CD22
chr19:36100762-36101128,NM_005303,FFAR1
chr19:36100762-36101128,NM_014164;NM_144779;NM_001164605,FXYD5
chr19:36100762-36101128,NM_001007469;NM_014266,HCST
chr19:36100762-36101128,NM_024660,IGFLR1
chr19:36100762-36101128,NM_139239,NFKBID
chr19:36100762-36101128,NM_001040425;NM_144987,U2AF1L4
chr19:36100762-36101128,NM_003367;NM_207291,USF2
chr19:36100762-36101128,NM_014383,ZBTB32
